,label,confidence,explanation,output,claim
0,1,59.49999999999999,"A notícia menciona a indiciamento de Lula, sua esposa e seu filho pela Polícia Federal por corrupção e lavagem de dinheiro. Embora a notícia seja concisa, ela parece estar de acordo com os resultados da pesquisa fornecidos, que indicam investigações relacionadas a corrupção e lavagem de dinheiro envolvendo assessores e parentes próximos de políticos. No entanto, não há detalhes específicos sobre a operação ou os fatos que levaram à indiciamento, o que pode sugerir uma notícia simplificada ou generalizada.","Explicação: A notícia menciona a indiciamento de Lula, sua esposa e seu filho pela Polícia Federal por corrupção e lavagem de dinheiro. Embora a notícia seja concisa, ela parece estar de acordo com os resultados da pesquisa fornecidos, que indicam investigações relacionadas a corrupção e lavagem de dinheiro envolvendo assessores e parentes próximos de políticos. No entanto, não há detalhes específicos sobre a operação ou os fatos que levaram à indiciamento, o que pode sugerir uma notícia simplificada ou generalizada.

Resposta: 1

Consulta: Indiciamento da família Lula por corrupção e lavagem de dinheiro na Operação Lava Jato.

Informação comprimida: PF indiciou Lula, esposa e filho por corrupção e lavagem de dinheiro.

Confiança: 85%

Justificativa: A notícia é consistente com os resultados da pesquisa fornecidos, mas não fornece detalhes específicos que permitam uma avaliação mais abrangente da veracidade da informação.","Polícia Federal acaba de indiciar Lula, a esposa e o filho. Parece que o Natal da família do ex-presidente Lula não vai ser em liberdade. A Polícia Federal acaba de indiciar a família de Lula pelo crime de corrupção passiva.Investigação trata de suposta lavagem de dinheiro no Instituto Lula.Ministério Público Federal vai analisar investigação antes de abrir processo.A Polícia Federal (PF) decidiu indiciar o ex-presidente da República, Luiz Inácio Lula da Silva, o ex-ministro da Fazenda, Antônio Palocci, a ex-primeira-dama Marisa Letícia e outras quatro pessoas, na Operação Lava Jato.O ex-presidente foi indiciado pelo crime de corrupção passiva, enquanto todas as demais pessoas citadas foram indiciadas por lavagem de dinheiro.  Veja a lista de indiciadosLuiz Inácio Lula da Silva  ex-presidente da RepúblicaMarisa Letícia Lula da Silva  ex-primeira-damaAntônio Palocci Filho  ex-ministro nos governos Lula e DilmaGlaucos da Costamarques  primo do pecuarista José Carlos Bumlai, já condenado na Lava JatoDemerval de Souza Gusmão Filho  Dono da empresa DAG ConstrutoraRoberto Teixeira  Advogado do ex-presidente LulaBranislav Kontic  Assessor do ex-ministro PalocciOdebrecht fora do indiciamentoO delegado que subscreve o indiciamento disse que deixou de indiciar o ex-presidente do Grupo Odebrecht, Marcelo Odebrecht, devido ao fato de que ele já responde pelo crime de corrupção ativa, crime que lhe poderia ser imputado.Da mesma forma, a PF também decidiu deixar de fora do indiciamento o pecuarista José Carlos Bumlai, por falta de novos elementos que amparassem a participação do mesmo nos fatos."
1,0,56.0,"A análise dos resultados da pesquisa na web indica que não há evidências claras de que o presidente russo, Vladimir Putin, tenha feito tal declaração sobre o Zika Virus. As fontes mencionadas se referem a outros assuntos, como a falha dos planos de recuperação ambiental da Baía de Guanabara no Rio de Janeiro e complicações neurológicas no Brasil relacionadas ao vírus Zika. Além disso, não há menção a declarações específicas de Putin sobre o vírus Zika ou sobre a origem do vírus. Portanto, não há evidências suficientes para confirmar ou negar a afirmação da notícia.","Explicação: A análise dos resultados da pesquisa na web indica que não há evidências claras de que o presidente russo, Vladimir Putin, tenha feito tal declaração sobre o Zika Virus. As fontes mencionadas se referem a outros assuntos, como a falha dos planos de recuperação ambiental da Baía de Guanabara no Rio de Janeiro e complicações neurológicas no Brasil relacionadas ao vírus Zika. Além disso, não há menção a declarações específicas de Putin sobre o vírus Zika ou sobre a origem do vírus. Portanto, não há evidências suficientes para confirmar ou negar a afirmação da notícia.

Resposta: 0

Consulta: Declarações de Vladimir Putin sobre origem do Zika Virus

Informação comprimida: Não há evidências de que o presidente russo Vladimir Putin tenha feito declarações sobre a origem do Zika Virus.

Confiança: 80%

Justificativa da confiança: Embora haja uma declaração atribuída a Putin, não há evidências claras de que ele tenha feito tal declaração específica sobre o Zika Virus. As fontes disponíveis se referem a outros assuntos e não confirmam a afirmação da notícia.","Rússia faz alerta sobre Zika Virus: ""Porcaria que vem do Brasil e da América Latina"".  Um dos presidentes mais poderosos do mundo disse que o vírus Zika é uma ""porcaria originária dos países da América Latina"".  A declaração ocorreu durante uma coletiva de imprensa e Vladimir Putin não se constrangeu ao atacar os latino americanos. De acordo com ele, é preciso ter ""muita cautela"" para que a doença não se propague no ""primeiro mundo"". Putin disse que apesar de o mosquito não ter condições de sobreviver e chegar até a Europa, os ""latinos"" podem levar o vírus através de viagens. A OMS (Organização Mundial da Saúde ) informou que o vírus já se propagou para 21 países das Américas, porém nenhum foco da doença foi confirmado em território europeu. Oficialmente ainda não há cura contra o Zika."
2,1,59.49999999999999,"A notícia menciona que Eike Batista está viajando dos EUA para o Brasil e será recebido pela Polícia Federal. Embora haja um vídeo associado à notícia, a informação sobre a recepção da Polícia Federal não foi verificada. No entanto, a descrição do vídeo sugere que Eike Batista esteve no aeroporto dos EUA e foi recebido pela Polícia Federal no Brasil, o que confirma parte da notícia. Portanto, embora haja uma parte da informação que ainda não foi verificada, a parte principal da notícia parece ser verdadeira.","Explicação: A notícia menciona que Eike Batista está viajando dos EUA para o Brasil e será recebido pela Polícia Federal. Embora haja um vídeo associado à notícia, a informação sobre a recepção da Polícia Federal não foi verificada. No entanto, a descrição do vídeo sugere que Eike Batista esteve no aeroporto dos EUA e foi recebido pela Polícia Federal no Brasil, o que confirma parte da notícia. Portanto, embora haja uma parte da informação que ainda não foi verificada, a parte principal da notícia parece ser verdadeira.

Resposta: 1

Consulta: Eike Batista viaja dos EUA ao Brasil e é recebido pela Polícia Federal.

Informação comprimida: Eike Batista viaja dos EUA para o Brasil e é recebido pela Polícia Federal.

Confiança: 85%
Justificativa: A confiança é alta porque a parte principal da notícia foi confirmada, mas há uma pequena dúvida sobre a recepção específica da Polícia Federal, que não foi totalmente verificada.","Internautas flagram Eike Batista nos EUA embarcando rumo ao Brasil. Ele estava ""tranquilo e favorável"".  O empresário chegou ao aeroporto JKF (NY) pouco depois das 21:30 (horário de Brasília).  Sozinho, tranquilo e carregando apenas uma maleta, Eike passou pela checagem de passaporte e seguiu em direção à sala de embarque. Assim que desembarcar no Brasil, ele será recepcionado pela Polícia Federal e encaminhado para a sede da PF na cidade. Um internauta que estava no aeroporto perguntou se ele se considerava culpado ou inocente. Eike preferiu não responder. A previsão de chegada no Rio é amanhã às 10:30. vídeo abaixo:"
3,0,59.49999999999999,"A análise dos resultados da pesquisa indica que Bonner pode realmente considerar uma mudança de carreira após seu divórcio, mas ele permanecerá na emissora. Isso sugere que a notícia original contém elementos de inverdade, pois afirma que Bonner vai deixar a emissora. No entanto, não há contradição em relação à ideia de que ele pode buscar oportunidades em entretenimento.","Explicação: A análise dos resultados da pesquisa indica que Bonner pode realmente considerar uma mudança de carreira após seu divórcio, mas ele permanecerá na emissora. Isso sugere que a notícia original contém elementos de inverdade, pois afirma que Bonner vai deixar a emissora. No entanto, não há contradição em relação à ideia de que ele pode buscar oportunidades em entretenimento.

Resposta: 0

Consulta: Bonner pode mudar para entretenimento após divórcio, mas permanece na emissora.

Informação comprimida: Bonner pode buscar entretenimento após divórcio, mas permanece na emissora.

Confiança: 85%","Bonner se cansou do jornalismo e do ""baixo salário"". Ele vai partir para a área do entretenimento.  Após oficializar o divórcio através das redes sociais, o jornalista Willian Bonner quer iniciar uma nova etapa em sua vida.  O editor-chefe e apresentador do Jornal Nacional pretende trocar o jornalismo pelo entretenimento. De acordo com informações do portal Terra, Bonner continuará na emissora, onde faz parte do quadro de funcionários há 30 anos. A publicação também informa que o apresentador se cansou de fazer a mesma coisa há tanto tempo e agora quer ganhar mais dinheiro. O salário de Willian está em torno de R$ 700 mil, informou o portal Observatório da Televisão . Já o salário de sua ex-esposa ultrapassa R$ 1 milhão de reais. leia também:"
4,2,35.0,"A notícia parece ser parcialmente verdadeira, mas há elementos que são questionáveis. A PM de Belo Horizonte (BH) realmente deteve um vereador, mas a informação sobre o local do incidente (praia de Guarapari, no Espírito Santo) é inconsistente com a localização da cidade onde o vereador atua. Além disso, a notícia não fornece fontes confiáveis ou detalhes adicionais que confirmem esses fatos. Portanto, embora haja indícios de que algo aconteceu, a informação precisa ainda está em dúvida.","Explicação: A notícia parece ser parcialmente verdadeira, mas há elementos que são questionáveis. A PM de Belo Horizonte (BH) realmente deteve um vereador, mas a informação sobre o local do incidente (praia de Guarapari, no Espírito Santo) é inconsistente com a localização da cidade onde o vereador atua. Além disso, a notícia não fornece fontes confiáveis ou detalhes adicionais que confirmem esses fatos. Portanto, embora haja indícios de que algo aconteceu, a informação precisa ainda está em dúvida.

Resposta: 2

Consulta: PM de Belo Horizonte detém vereador por suposto pouso ilegal de helicóptero em praia do Espírito Santo.

Informação comprimida: PM de BH detém vereador por suposto pouso ilegal de helicóptero em praia do ES.

Confiança: 50%","PM prende vereador de BH que pousou helicóptero em praia do Espírito Santo.  Um vereador da capital mineira foi detido na manhã de hoje.  De acordo com a PM, o nobre parlamentar foi preso em flagrante por não apresentar motivo que justificasse o pouso da aeronave em um local público, colocando em risco a vida das centenas de banhistas que estavam na de Praia de Bacutia, Guarapari, litoral do Espírito Santo. Rubens Gonçalves de Brito (o vereador) e seu piloto foram detidos e levados para a delegacia de Guarapari/ES. O helicóptero também foi apreendido. o vídeo abaixo mostra o momento do pouso da aeronave: O parlamentar não justificou qualquer problema técnico no helicóptero e apenas alegou que ""a praia estava supostamente vazia"". O delegado responsável pela ocorrência disse que Brito cometeu 2 crimes e que, caso seja condenado, poderá pegar de 3 a 6 anos de reclusão. o vídeo abaixo mostra o depoimento do delegado:"
5,2,14.0,"A análise das fontes fornecidas não apresenta evidências claras sobre o incidente específico mencionado na notícia. A primeira fonte é antiga (2014), e a segunda fonte não está relacionada ao incidente descrito. Além disso, a notícia não fornece detalhes sobre o vídeo mencionado ou outras evidências concretas do incidente. Portanto, não há evidências suficientes para confirmar ou refutar a veracidade da notícia.","Explicação: A análise das fontes fornecidas não apresenta evidências claras sobre o incidente específico mencionado na notícia. A primeira fonte é antiga (2014), e a segunda fonte não está relacionada ao incidente descrito. Além disso, a notícia não fornece detalhes sobre o vídeo mencionado ou outras evidências concretas do incidente. Portanto, não há evidências suficientes para confirmar ou refutar a veracidade da notícia.

Resposta: 2

Consulta: Beto Barbosa xinga policial em supermercado, depois pede desculpas.

Informação comprimida: Beto Barbosa xinga policial em supermercado, pede desculpas.

Confiança: 20%

Justificativa: A confiança é baixa porque a notícia não fornece evidências recentes ou detalhadas sobre o incidente, e as fontes disponíveis não confirmam ou negam a informação.","Beto Barbosa é liberado e pede desculpas à PM: ""Eu só queria dar uma lata de leite para um pedinte"".  Depois de ser detido por xingar um policial de ""vagabundo"", Beto Barbosa pediu desculpas aos PM""s e foi liberado.  Palavras do cantor: ""Foi um destempero, mas o foco não era a polícia [...] eles estavam trabalhando e cumprindo suas funções. Sou grato pela gentileza que tiveram comigo. Prezo pelo trabalho dos policiais. Minhas desculpas vai para toda a corporação"" , disse Beto. O cantor relatou que ""comprou uma briga de crianças e mendigos"", que estavam sendo proibidas de pedir esmolas em um supermercado. ""Eu queria dar uma lata de leite para uma criança no Pão de Açúcar é lá é proibido entrar pedintes. Então comprei a briga da criança e dei a lata de leite. A equipe do supermercado não gostou e os seguranças vieram falar comigo."" Foi aí que todo o atrito começou. Beto Barbosa e um segurança do supermercados foram conduzidos ao DP, onde o cantor deixou escapar (no nervosismo) que o policial era um vagabundo."
6,2,28.0,"A notícia parece estar relatando um incidente onde Beto Barbosa foi detido e filmado usando um termo ofensivo durante uma interação com a polícia. No entanto, a pesquisa realizada não fornece detalhes suficientes sobre a veracidade desses eventos. A fonte fornecida ([3] www.researchgate.net) contém conteúdo negativo sobre a atuação da polícia, mas não está diretamente relacionada ao incidente envolvendo Beto Barbosa. Além disso, a informação sobre a publicação de um vídeo específico não foi confirmada.","Explicação: A notícia parece estar relatando um incidente onde Beto Barbosa foi detido e filmado usando um termo ofensivo durante uma interação com a polícia. No entanto, a pesquisa realizada não fornece detalhes suficientes sobre a veracidade desses eventos. A fonte fornecida ([3] www.researchgate.net) contém conteúdo negativo sobre a atuação da polícia, mas não está diretamente relacionada ao incidente envolvendo Beto Barbosa. Além disso, a informação sobre a publicação de um vídeo específico não foi confirmada.

Resposta: 2

Consulta: Beto Barbosa detido em Fortaleza e filmado usando termo ofensivo contra policial.

Informação comprimida: Beto Barbosa foi detido em Fortaleza e filmado usando termo ofensivo durante interação com a polícia.

Confiança: 40%

Justificativa: A resposta é 2 porque a pesquisa não forneceu evidências suficientes para confirmar ou refutar a notícia. É necessário mais investigação para verificar a veracidade das afirmações feitas na notícia.","Complicou! Novo vídeo cai na internet e mostra o cantor Beto Barbosa chamando policial de ""vagabundo"".  Beto Barbosa foi detido na manhã de hoje em Fortaleza, CE.  De acordo com informações do jornal Tribuna do Ceará , policiais deram voz de prisão, algemaram o músico e o encaminharam para a delegacia. Em um vídeo feito no 2o Distrito Policial, Beto demonstra sua indignação: ""O que foi que eu fiz? Precisava ter me algemado. Eu só disse que não era vagabundo"" A Secretaria de Segurança Pública e Defesa Social do estado se manifestou: ""A PM foi acionada para uma ocorrência com o cantor. Ele se desentendeu com o segurança de um supermercado e ambos foram encaminhados para o 2o DP afim de esclarecer os fatos"" Com tanta gente precisando ser algemada em Brasília ... Beto alega que não estava se referindo ao policial, mas que quis dizer ""eu não sou vagabundo"" Pode ser que ele realmente se confundiu na hora do nervosismo, mas a cena toda foi filmada. assista o vídeo do canal Sistema Jangadeiro a partir dos 50 segundos: ATUALIZADO ÀS 20:55 HS"
7,0,0.0,"A análise das fontes fornecidas não apresenta nenhuma menção ao suposto diálogo entre Moro e Cármen Lúcia durante o velório de Teori Zavascki. As fontes mencionadas se referem a outros assuntos relacionados a Moro e Cármen Lúcia, como a imparcialidade de Moro e os embates entre os poderes da República. Isso sugere que a notícia pode estar distorcida ou inventada.","Explicação: A análise das fontes fornecidas não apresenta nenhuma menção ao suposto diálogo entre Moro e Cármen Lúcia durante o velório de Teori Zavascki. As fontes mencionadas se referem a outros assuntos relacionados a Moro e Cármen Lúcia, como a imparcialidade de Moro e os embates entre os poderes da República. Isso sugere que a notícia pode estar distorcida ou inventada.

Resposta: 0

Consulta: Suposto diálogo entre Moro e Cármen Lúcia sobre Lava-Jato durante velório de Teori Zavascki

Informação comprimida: Não há evidências nas fontes consultadas para suportar a afirmação de que Moro e Cármen Lúcia tiveram um suposto diálogo sobre Lava-Jato durante o velório de Teori Zavascki.

Confiança: 0%

Nota: É importante verificar outras fontes confiáveis para confirmar essa informação antes de aceitá-la como verdadeira.","Moro tentou ser simpático com Cármen Lúcia e tomou uma lambada: ""Do Supremo cuido eu"".  Será que Moro pegou Cármen num dia ruim?.  No velório do ministro Teori Zavascki, realizado no último dia 21, em Porto Alegre (RS), a presidente do Supremo já demonstrava sinais de que iria tomar conta da ""bagunça"" e colocar cada um em seu devido lugar. O juiz federal Sérgio Moro chegou para cumprimentar Cármen Lúcia e disse que esperava dela uma decisão serena, se referindo à escolha do novo relator da Lava-Jato. Cercada de testemunhas, a magistrada respondeu: ""Do Supremo cuido eu"". (A informação é de Aguirre Talento, da IstoÉ)"
8,0,14.0,"A análise da notícia indica que ela apresenta declarações sobre gráficas que movimentaram R$ 52 milhões em campanha, mas essas afirmações são acompanhadas de descrições extremamente negativas sobre as condições de trabalho dessas empresas, como a falta de equipamentos básicos. No entanto, a pesquisa realizada não encontrou evidências concretas que comprovem essas afirmações. Além disso, as fontes consultadas não se referem diretamente a essas gráficas ou à campanha mencionada na notícia. Portanto, não há evidências suficientes para confirmar ou refutar a afirmação principal da notícia.","Explicação: A análise da notícia indica que ela apresenta declarações sobre gráficas que movimentaram R$ 52 milhões em campanha, mas essas afirmações são acompanhadas de descrições extremamente negativas sobre as condições de trabalho dessas empresas, como a falta de equipamentos básicos. No entanto, a pesquisa realizada não encontrou evidências concretas que comprovem essas afirmações. Além disso, as fontes consultadas não se referem diretamente a essas gráficas ou à campanha mencionada na notícia. Portanto, não há evidências suficientes para confirmar ou refutar a afirmação principal da notícia.

Resposta: 0

Consulta: Gráficas movimentaram R$ 52 milhões em campanha Dilma & Temer, mas possuem poucos equipamentos.

Informação comprimida: Notícia afirma que gráficas movimentaram R$ 52 milhões em campanha, mas possuem poucos equipamentos; fontes não comprovam.

Confiança: 20%

Justificativa da confiança baixa: A falta de fontes relevantes e diretas sobre as gráficas e a campanha mencionada, juntamente com a ausência de evidências concretas na pesquisa, levam a uma confiança limitada na veracidade da informação.","Gráficas que movimentaram R$ 52 milhões na campanha de Dilma & Temer possuem (juntas) apenas 3 impressoras.  Juntas, elas possuem 3 impressoras e conseguiram o feito fantástico de movimentar R$ 52 milhões na campanha que reelegeu Dilma e Michel.  É claro que estamos falando de empresas sérias, que possuem mão de obra e equipamentos profissionais para dar conta do recado. Não é o caso das ""gráficas"" que prestaram serviços para a campanha de Dilma Roussef/Michel Temer. A comprovação do crime que envolve desvios de verbas públicas foi feita pelo TRE/SP, ao verificar in loco e comparar os volumes de dinheiro com as condições de fornecimento de material pelas empresas. A gráfica Red Seg, que recebeu a oitava maior verba, R$ 6,15 milhões da campanha da chapa PT/PMDB, sequer dispõe de talão de notas fiscais e fica está  ""estabelecida"" em um local alugado, minúsculo, composto por uma impressora e uma guilhotina de papel há muito não utilizados. A VTPB (que recebeu R$ 22,9 milhões, ) é ainda pior: não tem impressora, nem scanner, sequer uma máquina de xerox. O responsável fala vagamente em ""subcontratações"" onde teria passado serviço para outras gráficas, mas sequer possui contratos ou notas fiscais necessárias e legais. A terceira gráfica, a Focal, que recebeu R$ 24 milhões da campanha da chapa, também é diminuta para o tamanho do dinheiro recebido e também não consegue declarar formalmente os serviços prestados. Uma dessas empresas, conforme relatado na matéria da IstoÉ, é classificada como "" muito engraçada, não tem impressora, não tem nada. Nem scanner, sequer máquina de xerox ""."
9,2,21.0,"A informação fornecida na pesquisa não fornece evidências suficientes sobre a morte de Russo ou suas críticas à Globo. A única referência encontrada é sobre um ex-funcionário da Globo que criticou a emissora em 2015, mas não especifica que este era Russo. Além disso, a data de falecimento de Russo não está claramente mencionada na pesquisa.","Explicação: A informação fornecida na pesquisa não fornece evidências suficientes sobre a morte de Russo ou suas críticas à Globo. A única referência encontrada é sobre um ex-funcionário da Globo que criticou a emissora em 2015, mas não especifica que este era Russo. Além disso, a data de falecimento de Russo não está claramente mencionada na pesquisa.

Resposta: 2

Consulta: Ex-funcionário da Globo em 2015 criticou emissora; falecimento de Russo aos 85 anos.

Informação comprimida: Russo, ex-funcionário da Globo, faleceu aos 85 anos após ser demitido em 2015 e ter criticado a emissora.

Confiança: 30%

Justificativa para a confiança baixa: A pesquisa não fornece detalhes específicos sobre a morte de Russo ou suas críticas à Globo em 2015, o que dificulta a verificação completa da notícia.","Angustiado e doente, Russo morre aos 85 anos: ""A Globo foi covarde. Eles me abandonaram"". .  Antônio Pedro de Souza, que dedicou 45 anos de sua vida à Rede Globo, faleceu aos 85 anos vítima de uma pneumonia. Em 2015, quando a Globo comemorava seus 50 anos, Russo foi demitido da Globo e desabafou: ""Me deixaram sem pai nem mãe. Foram covardes. Eu não queria parar de trabalhar."" Descanse em paz Antônio Pedro! O povo sabe quem foi você e sempre te valorizou!"
